'sample #','MLII','V1'
4131,822,964
4132,830,976
4133,835,980
4134,836,971
4135,836,959
4136,837,940
4137,836,929
4138,835,921
4139,836,916
4140,839,915
4141,842,913
4142,843,916
4143,845,915
4144,847,915
4145,846,913
4146,843,915
4147,844,913
4148,841,911
4149,838,907
4150,841,907
4151,840,908
4152,840,908
4153,839,912
4154,842,912
4155,842,914
4156,844,914
4157,844,913
4158,842,914
4159,839,911
4160,839,909
4161,836,907
4162,836,908
4163,839,909
4164,836,909
4165,836,911
4166,834,913
4167,837,916
4168,838,916
4169,837,914
4170,837,914
4171,835,913
4172,833,908
4173,832,906
4174,832,906
4175,830,908
4176,829,907
4177,831,909
4178,832,909
4179,832,909
4180,834,910
4181,830,909
4182,831,908
4183,830,905
4184,828,905
4185,826,901
4186,826,900
4187,824,903
4188,823,906
4189,824,905
4190,825,908
4191,824,908
4192,825,908
4193,825,906
4194,823,906
4195,821,903
4196,818,903
4197,817,903
4198,816,902
4199,815,901
4200,817,904
4201,819,906
4202,821,906
4203,821,908
4204,823,910
4205,823,909
4206,824,907
4207,823,905
4208,823,906
4209,822,904
4210,822,904
4211,822,902
4212,826,903
4213,828,906
4214,831,905
4215,834,905
4216,837,908
4217,840,906
4218,841,906
4219,843,902
4220,844,901
4221,845,900
4222,850,898
4223,852,899
4224,858,903
4225,863,902
4226,869,905
4227,873,907
4228,880,904
4229,885,902
4230,884,903
4231,887,900
4232,886,901
4233,889,900
4234,889,900
4235,893,901
4236,893,904
4237,895,909
4238,897,908
4239,897,911
4240,899,912
4241,896,912
4242,895,909
4243,894,909
4244,892,906
4245,890,905
4246,890,906
4247,889,906
4248,887,908
4249,885,911
4250,888,913
4251,887,912
4252,887,914
4253,884,910
4254,886,912
4255,883,909
4256,882,909
4257,881,908
4258,880,907
4259,877,910
4260,878,909
4261,879,913
4262,880,915
4263,880,918
4264,881,915
4265,880,917
4266,878,914
4267,879,911
4268,878,913
4269,877,910
4270,875,909
4271,875,909
4272,874,911
4273,873,911
4274,874,911
4275,875,915
4276,875,916
4277,876,913
4278,875,911
4279,875,908
4280,871,907
4281,869,906
4282,871,908
4283,870,908
4284,872,910
4285,876,910
4286,876,913
4287,877,914
4288,877,913
4289,875,913
4290,873,913
4291,873,911
4292,874,911
4293,874,908
4294,873,909
4295,873,907
4296,873,910
4297,876,911
4298,879,913
4299,882,914
4300,887,916
4301,887,915
4302,889,915
4303,890,915
4304,893,914
4305,893,913
4306,891,915
4307,892,914
4308,891,914
4309,892,915
4310,892,914
4311,893,915
4312,896,914
4313,896,913
4314,895,911
4315,898,908
4316,899,905
4317,898,904
4318,897,904
4319,894,901
4320,889,905
4321,887,907
4322,886,907
4323,885,907
4324,885,911
4325,886,906
4326,881,906
4327,882,903
4328,878,901
4329,877,901
4330,873,902
4331,869,907
4332,866,910
4333,865,912
4334,867,916
4335,866,918
4336,867,918
4337,865,919
4338,863,914
4339,862,912
4340,860,910
4341,860,909
4342,860,910
4343,860,909
4344,861,911
4345,859,913
4346,863,913
4347,865,913
4348,866,914
4349,865,913
4350,864,913
4351,862,913
4352,862,911
4353,861,911
4354,862,911
4355,862,914
4356,860,913
4357,864,914
4358,865,920
4359,868,921
4360,874,921
4361,882,918
4362,891,921
4363,906,915
4364,927,911
4365,951,906
4366,978,900
4367,999,896
4368,1012,893
4369,1013,892
4370,1002,893
4371,980,891
4372,952,889
4373,925,887
4374,896,888
4375,864,890
4376,831,896
4377,808,908
4378,801,924
4379,802,948
4380,806,965
4381,814,974
4382,819,970
4383,826,965
4384,829,949
4385,830,936
4386,831,928
4387,833,922
4388,834,915
4389,836,913
4390,838,912
4391,838,911
4392,838,910
4393,841,915
4394,841,916
4395,842,917
4396,844,918
4397,844,916
4398,841,915
4399,842,911
4400,841,910
4401,836,910
4402,836,907
4403,835,910
4404,836,910
4405,839,911
4406,840,912
4407,840,912
4408,841,913
4409,841,912
4410,839,911
4411,838,909
4412,836,907
4413,837,905
4414,837,906
4415,835,907
4416,833,907
4417,833,908
4418,835,912
4419,835,913
4420,838,914
4421,836,913
4422,835,911
4423,835,910
4424,833,908
4425,831,906
4426,830,905
4427,828,908
4428,827,909
4429,830,910
4430,831,911
4431,830,911
4432,832,914
4433,829,911
4434,830,911
4435,828,908
4436,826,906
4437,826,904
4438,824,903
4439,819,903
4440,820,903
4441,821,904
4442,824,908
4443,821,907
4444,824,907
4445,824,908
4446,823,905
4447,819,902
4448,818,901
4449,816,901
4450,816,900
4451,815,901
4452,816,904
4453,818,902
4454,821,906
4455,821,907
4456,824,908
4457,823,904
4458,824,904
4459,822,902
4460,821,902
4461,820,900
4462,820,901
4463,819,901
4464,821,901
4465,827,903
4466,831,903
4467,834,905
4468,838,905
4469,842,903
4470,840,902
4471,844,900
4472,848,897
4473,850,896
4474,853,896
4475,855,894
4476,863,894
4477,867,897
4478,871,898
4479,874,899
4480,879,899
4481,881,900
4482,883,901
4483,885,900
4484,884,900
4485,888,899
4486,888,900
4487,888,898
4488,889,903
4489,891,902
4490,892,903
4491,893,907
4492,894,908
4493,895,909
4494,891,907
4495,888,904
4496,887,907
4497,886,904
4498,887,906
4499,884,906
4500,884,908
4501,883,909
4502,885,910
4503,886,910
4504,886,913
4505,883,911
4506,880,909
4507,880,906
4508,880,909
4509,878,907
4510,875,904
4511,874,906
4512,874,906
4513,876,909
4514,876,909
4515,875,908
4516,877,912
4517,877,910
4518,876,911
4519,875,909
4520,873,907
4521,871,906
4522,870,906
4523,867,903
4524,867,906
4525,867,906
4526,870,908
4527,872,912
4528,873,911
4529,873,910
4530,872,909
4531,867,906
4532,869,904
4533,865,903
4534,865,903
4535,865,904
4536,863,903
4537,869,907
4538,869,905
4539,870,908
4540,872,908
4541,872,905
4542,871,908
4543,872,906
4544,869,903
4545,867,902
4546,866,903
4547,866,902
4548,866,903
4549,867,905
4550,869,906
4551,871,911
4552,871,909
4553,872,910
4554,873,911
4555,876,909
4556,875,909
4557,876,906
4558,879,906
4559,880,906
4560,883,908
4561,885,912
4562,886,912
4563,887,913
4564,888,914
4565,887,911
4566,887,909
4567,886,907
4568,884,902
4569,885,900
4570,886,898
4571,887,899
4572,889,898
4573,891,900
4574,889,900
4575,886,900
4576,882,900
4577,879,901
4578,877,900
4579,876,899
4580,873,897
4581,872,896
4582,871,897
4583,871,896
4584,870,896
4585,867,900
4586,866,901
4587,864,905
4588,863,911
4589,863,914
4590,859,913
4591,857,911
4592,857,911
4593,853,908
4594,853,906
4595,853,907
4596,853,908
4597,854,911
4598,855,911
4599,855,911
4600,857,913
4601,857,912
4602,856,908
4603,856,910
4604,853,908
4605,854,908
4606,851,906
4607,853,906
4608,853,907
4609,854,907
4610,856,911
4611,857,912
4612,859,913
4613,859,912
4614,860,917
4615,865,916
4616,869,915
4617,879,913
4618,892,908
4619,908,908
4620,930,902
4621,958,903
4622,977,900
4623,997,900
4624,1008,899
4625,1004,895
4626,989,893
4627,968,886
4628,943,886
4629,918,885
4630,893,885
4631,862,889
4632,833,896
4633,809,911
4634,799,928
4635,798,950
4636,802,969
4637,806,978
4638,808,979
4639,810,966
4640,809,951
4641,813,933
4642,813,917
4643,818,911
4644,826,908
4645,829,910
4646,833,910
4647,832,914
4648,833,913
4649,834,910
4650,833,909
4651,831,908
4652,830,908
4653,829,906
4654,827,906
4655,824,906
4656,828,906
4657,828,907
4658,826,909
4659,830,910
4660,833,911
4661,832,911
4662,831,909
4663,832,907
4664,828,906
4665,828,904
4666,827,903
4667,826,903
4668,826,905
4669,827,904
4670,828,907
4671,828,906
4672,830,907
4673,829,907
4674,830,906
4675,827,905
4676,826,903
4677,826,902
4678,824,900
4679,822,899
4680,821,902
4681,821,904
4682,822,907
4683,822,905
4684,823,903
4685,823,904
4686,819,904
4687,820,901
4688,817,899
4689,817,898
4690,816,898
4691,816,897
4692,815,900
4693,815,899
4694,813,901
4695,817,903
4696,820,903
4697,819,903
4698,819,901
4699,818,901
4700,817,896
4701,814,896
4702,813,894
4703,811,893
4704,812,896
4705,812,894
4706,814,896
4707,814,898
4708,813,901
4709,815,898
4710,815,900
4711,816,898
4712,816,898
4713,814,897
4714,816,895
4715,814,896
4716,814,898
4717,817,899
4718,819,901
4719,822,901
4720,826,903
4721,828,901
4722,829,900
4723,830,898
4724,833,897
4725,832,894
4726,835,895
4727,836,894
4728,840,894
4729,847,896
4730,851,896
4731,855,898
4732,861,897
4733,863,895
4734,866,896
4735,869,893
4736,871,889
4737,876,889
4738,876,891
4739,881,891
4740,883,891
4741,885,895
4742,886,898
4743,885,901
4744,889,900
4745,889,902
4746,888,902
4747,887,898
4748,886,898
4749,883,899
4750,880,899
4751,881,902
4752,879,906
4753,879,907
4754,880,908
4755,876,909
4756,879,909
4757,877,911
4758,875,909
4759,872,907
4760,873,906
4761,871,903
4762,869,903
4763,866,901
4764,866,904
4765,868,906
4766,871,907
4767,870,908
4768,871,909
4769,871,908
4770,870,906
4771,868,906
4772,867,904
4773,865,904
4774,864,902
4775,862,903
4776,861,904
4777,861,906
4778,865,907
4779,865,907
4780,864,905
4781,865,905
4782,863,907
4783,862,902
4784,864,901
4785,864,898
4786,862,897
4787,861,898
4788,861,898
4789,862,902
4790,865,905
4791,863,908
4792,868,910
4793,868,909
4794,869,906
4795,866,906
4796,865,906
4797,863,901
4798,860,899
4799,861,902
4800,860,902
4801,862,904
4802,865,905
4803,870,908
4804,871,909
4805,872,908
4806,876,909
4807,877,909
4808,875,908
4809,874,911
4810,875,909
4811,873,908
4812,874,907
4813,875,908
4814,879,909
4815,881,908
4816,887,906
4817,888,905
4818,887,904
4819,886,898
4820,885,896
4821,881,897
4822,878,892
4823,875,893
4824,871,893
4825,868,898
4826,868,896
4827,868,900
4828,867,898
4829,866,898
4830,866,898
4831,862,899
4832,857,899
4833,853,899
4834,852,902
4835,851,902
4836,848,901
4837,847,906
4838,848,907
4839,852,908
4840,852,910
4841,853,909
4842,851,909
4843,849,906
4844,846,905
4845,844,903
4846,844,903
4847,845,903
4848,847,903
4849,844,909
4850,845,907
4851,847,908
4852,851,910
4853,852,907
4854,852,908
4855,852,907
4856,850,906
4857,850,904
4858,850,905
4859,851,905
4860,853,905
4861,856,908
4862,862,909
4863,870,911
4864,882,912
4865,897,910
4866,916,908
4867,937,902
4868,960,896
4869,978,891
4870,994,886
4871,1005,881
4872,1004,880
4873,993,883
4874,972,883
4875,951,883
4876,925,886
4877,899,888
4878,868,893
4879,831,902
4880,808,916
4881,795,937
4882,795,961
4883,799,983
4884,802,992
4885,805,985
4886,807,964
4887,809,944
4888,816,928
4889,821,912
4890,827,908
4891,829,902
4892,829,903
4893,829,902
4894,824,902
4895,820,903
4896,820,903
4897,820,902
4898,825,904
4899,827,907
4900,830,906
4901,828,906
4902,831,905
4903,830,906
4904,823,902
4905,822,901
4906,822,901
4907,823,900
4908,823,901
4909,825,906
4910,826,903
4911,823,904
4912,825,907
4913,825,907
4914,824,905
4915,824,903
4916,822,904
4917,819,899
4918,820,900
4919,819,899
4920,821,900
4921,822,902
4922,821,900
4923,823,903
4924,822,905
4925,822,903
4926,820,901
4927,817,900
4928,817,899
4929,816,898
4930,816,897
4931,814,897
4932,815,896
4933,816,897
4934,817,900
4935,816,901
4936,819,903
4937,815,902
4938,814,901
4939,815,901
4940,812,900
4941,813,896
4942,812,896
4943,808,897
4944,810,896
4945,810,899
4946,809,899
4947,809,901
4948,812,900
4949,812,901
4950,812,898
4951,810,896
4952,809,895
4953,808,891
4954,808,891
4955,808,892
4956,811,892
4957,810,891
4958,812,892
4959,814,894
4960,817,897
4961,816,896
4962,814,893
4963,817,895
4964,819,893
4965,819,891
4966,820,890
4967,823,887
4968,827,890
4969,831,889
4970,835,890
4971,838,891
4972,840,895
4973,845,893
4974,845,891
4975,847,891
4976,852,889
4977,855,888
4978,857,887
4979,856,887
4980,861,891
4981,867,892
4982,872,894
4983,875,896
4984,876,898
4985,880,899
4986,880,899
4987,881,899
4988,878,897
4989,878,896
4990,876,898
4991,878,897
4992,876,897
4993,875,901
4994,875,902
4995,875,905
4996,874,907
4997,876,908
4998,876,909
4999,873,905
5000,871,905
5001,869,904
5002,864,903
5003,863,905
5004,863,904
5005,864,907
5006,866,909
5007,866,909
5008,866,910
5009,866,911
5010,867,909
5011,864,908
5012,864,906
5013,863,902
5014,860,905
5015,860,905
5016,861,905
5017,860,908
5018,860,907
5019,862,909
5020,863,910
5021,863,907
5022,862,907
5023,860,903
5024,859,901
5025,860,899
5026,859,899
5027,857,901
5028,856,902
5029,857,903
5030,855,906
5031,859,908
5032,861,909
5033,861,908
5034,859,909
5035,856,901
5036,856,905
5037,855,903
5038,856,902
5039,855,900
5040,855,901
5041,857,901
5042,856,901
5043,858,905
5044,859,906
5045,860,907
5046,859,905
5047,859,906
5048,858,905
5049,858,903
5050,859,902
5051,861,900
5052,861,904
5053,863,906
5054,867,909
5055,869,912
5056,872,911
5057,872,910
5058,872,908
5059,871,908
5060,870,907
5061,868,907
5062,868,907
5063,869,906
5064,869,905
5065,869,907
5066,877,907
5067,878,909
5068,880,908
5069,883,907
5070,881,905
5071,875,904
5072,867,902
5073,867,900
5074,864,897
5075,862,897
5076,861,900
5077,863,901
5078,865,904
5079,864,904
5080,864,904
5081,863,904
5082,861,903
5083,854,900
5084,854,902
5085,850,903
5086,847,903
5087,844,906
5088,844,903
5089,844,907
5090,847,907
5091,846,911
5092,846,912
5093,847,910
5094,845,911
5095,846,907
5096,845,908
5097,845,906
5098,841,904
5099,840,906
5100,840,908
5101,843,909
5102,843,909
5103,845,910
5104,846,912
5105,848,910
5106,847,909
5107,848,910
5108,847,910
5109,849,909
5110,849,910
5111,854,907
5112,863,910
5113,878,907
5114,896,907
5115,922,907
5116,948,904
5117,974,897
5118,995,891
5119,1006,888
5120,1008,880
5121,995,877
5122,971,876
5123,941,876
5124,915,877
5125,886,884
5126,853,893
5127,820,908
5128,796,923
5129,787,941
5130,790,962
5131,797,982
5132,801,994
5133,800,989
5134,796,974
5135,797,956
5136,798,938
5137,804,923
5138,813,915
5139,817,911
5140,825,912
5141,827,912
5142,829,910
5143,830,907
5144,827,907
5145,823,904
5146,822,901
5147,823,901
5148,824,901
5149,824,905
5150,825,904
5151,827,906
5152,826,909
5153,826,906
5154,825,905
5155,824,906
5156,821,905
5157,820,904
5158,820,901
5159,817,903
5160,818,902
5161,819,904
5162,821,904
5163,819,904
5164,821,907
5165,823,908
5166,822,907
5167,821,903
5168,820,905
5169,819,903
5170,817,901
5171,814,898
5172,815,899
5173,814,903
5174,813,902
5175,815,905
5176,816,906
5177,817,903
5178,816,902
5179,813,902
5180,811,900
5181,807,898
5182,809,899
5183,808,897
5184,808,898
5185,809,898
5186,810,899
5187,811,901
5188,812,903
5189,812,899
5190,811,901
5191,809,900
5192,809,898
5193,805,897
5194,802,897
5195,801,895
5196,804,896
5197,802,895
5198,805,897
5199,808,897
5200,808,900
5201,810,897
5202,810,897
5203,808,893
5204,805,893
5205,804,890
5206,807,889
5207,808,890
5208,808,890
5209,809,891
5210,811,891
5211,814,893
5212,816,893
5213,820,895
5214,823,891
5215,825,892
5216,826,890
5217,829,891
5218,832,889
5219,833,889
5220,835,888
5221,841,893
5222,844,893
5223,852,892
5224,856,894
5225,863,893
5226,862,894
5227,866,893
5228,864,894
5229,866,894
5230,866,893
5231,865,892
5232,870,896
5233,873,897
5234,875,900
5235,878,902
5236,879,906
5237,879,907
5238,877,909
5239,877,904
5240,875,901
5241,873,899
5242,870,901
5243,869,903
5244,870,904
5245,870,908
5246,871,908
5247,872,909
5248,873,912
5249,872,912
5250,871,911
5251,870,912
5252,870,909
5253,865,911
5254,862,907
5255,862,907
5256,863,908
5257,863,909
5258,865,910
5259,864,914
5260,867,913
5261,868,913
5262,869,910
5263,866,909
5264,865,908
5265,862,907
5266,862,904
5267,862,905
5268,861,907
5269,860,909
5270,864,910
5271,864,910
5272,864,913
5273,865,909
5274,864,908
5275,865,908
5276,863,906
5277,859,903
5278,857,904
5279,857,904
5280,860,904
5281,862,903
5282,864,908
5283,865,908
5284,867,909
5285,868,911
5286,867,911
5287,865,909
5288,864,908
5289,864,911
5290,863,907
5291,862,908
5292,866,909
5293,869,908
5294,869,913
5295,874,915
5296,873,918
5297,875,917
5298,875,918
5299,877,919
5300,874,915
5301,872,913
5302,870,912
5303,874,912
5304,875,909
5305,877,913
5306,882,912
5307,887,914
5308,890,912
5309,890,911
5310,887,910
5311,888,907
5312,883,904
5313,879,902
5314,876,899
5315,873,898
5316,874,899
5317,874,902
5318,874,901
5319,871,905
5320,872,908
5321,869,912
5322,865,913
5323,862,910
5324,859,910
5325,855,910
5326,853,909
5327,850,908
5328,850,909
5329,851,910
5330,851,911
5331,851,913
5332,853,915
5333,855,914
5334,852,914
5335,854,913
5336,852,911
5337,848,908
5338,847,906
5339,852,904
5340,850,908
5341,848,908
5342,849,908
5343,852,911
5344,853,914
5345,853,914
5346,855,914
5347,856,912
5348,856,911
5349,853,909
5350,854,911
5351,854,907
5352,859,910
5353,870,913
5354,884,912
5355,899,911
5356,917,908
5357,943,906
5358,971,902
5359,996,897
5360,1011,893
5361,1018,890
5362,1014,888
5363,1000,890
5364,976,888
5365,953,889
5366,930,891
5367,905,892
5368,882,900
5369,853,903
5370,827,910
5371,808,920
5372,802,934
5373,804,953
5374,810,969
5375,811,981
5376,808,981
5377,806,976
5378,809,961
5379,813,949
5380,817,936
5381,822,927
5382,825,920
5383,829,916
5384,831,912
5385,831,909
5386,829,907
5387,829,905
5388,830,908
5389,831,910
5390,831,912
5391,834,911
5392,834,911
5393,834,915
5394,834,913
5395,832,913
5396,831,909
5397,830,908
5398,827,908
5399,828,909
5400,829,908
5401,831,909
5402,828,912
5403,832,911
5404,831,913
5405,830,912
5406,830,910
5407,828,910
5408,824,908
5409,826,905
5410,826,905
5411,823,904
5412,824,907
5413,825,907
5414,826,909
5415,827,912
5416,826,913
5417,827,910
5418,826,912
5419,824,911
5420,822,909
5421,825,906
5422,821,906
5423,819,905
5424,819,907
5425,819,907
5426,818,911
5427,818,909
5428,820,911
5429,820,912
5430,819,910
5431,816,910
5432,815,907
5433,816,906
5434,809,905
5435,807,904
5436,807,903
5437,806,904
5438,808,906
5439,809,908
5440,808,908
5441,809,908
5442,810,907
5443,809,905
5444,807,904
5445,806,903
5446,804,902
5447,800,902
5448,799,902
5449,803,903
5450,803,907
5451,806,906
5452,807,908
5453,808,908
5454,808,905
5455,808,905
5456,808,902
5457,807,899
5458,807,901
5459,808,900
5460,810,902
5461,811,904
5462,814,907
5463,816,904
5464,821,906
5465,821,906
5466,824,904
5467,827,905
5468,829,902
5469,832,901
5470,835,899
5471,838,899
5472,841,898
5473,848,899
5474,854,903
5475,861,904
5476,867,904
5477,873,905
5478,876,904
5479,878,903
5480,880,906
5481,878,903
5482,879,903
5483,881,905
5484,879,906
5485,879,908
5486,882,913
5487,885,913
5488,887,917
5489,888,918
5490,887,917
5491,886,917
5492,884,915
5493,881,913
5494,878,914
5495,877,914
5496,878,915
5497,880,917
5498,881,917
5499,878,917
5500,882,919
5501,881,919
5502,879,920
5503,880,919
5504,879,914
5505,877,914
5506,876,913
5507,875,914
5508,875,913
5509,875,914
5510,877,916
5511,877,917
5512,877,920
5513,878,919
5514,876,918
5515,875,918
5516,874,918
5517,873,916
5518,873,913
5519,871,913
5520,870,912
5521,870,916
5522,874,918
5523,872,919
5524,872,919
5525,873,917
5526,874,917
5527,872,917
5528,872,917
5529,870,912
5530,866,910
5531,865,909
5532,867,912
5533,870,912
5534,871,915
5535,871,918
5536,872,916
5537,872,915
5538,872,915
5539,873,914
5540,871,911
5541,870,909
5542,870,910
5543,868,911
5544,871,912
5545,871,913
5546,874,914
5547,878,918
5548,878,918
5549,882,918
5550,882,920
5551,887,918
5552,887,918
5553,887,916
5554,886,917
5555,887,918
5556,888,920
5557,889,920
5558,888,924
5559,890,923
5560,892,920
5561,895,921
5562,894,916
5563,896,915
5564,897,911
5565,896,909
5566,897,907
5567,892,907
5568,888,909
5569,887,908
5570,883,909
5571,883,910
5572,879,913
5573,881,908
5574,881,910
5575,879,909
5576,879,907
5577,875,908
5578,873,907
5579,869,907
5580,866,910
5581,864,915
5582,865,919
5583,864,918
5584,861,920
5585,863,920
5586,861,919
5587,859,916
5588,858,916
5589,858,916
5590,858,914
5591,857,914
5592,857,915
5593,855,916
5594,857,914
5595,859,915
5596,861,915
5597,863,919
5598,862,916
5599,861,916
5600,863,916
5601,860,912
5602,859,912
5603,859,910
5604,859,915
5605,861,916
5606,863,919
5607,868,921
5608,872,924
5609,882,924
5610,891,923
5611,904,919
5612,922,915
5613,943,912
5614,969,906
5615,991,902
5616,1014,899
5617,1028,896
5618,1028,899
5619,1014,899
5620,985,897
5621,954,894
5622,915,893
5623,875,895
5624,838,907
5625,815,919
5626,805,943
5627,807,959
5628,814,970
5629,824,966
5630,835,957
5631,838,945
5632,844,936
5633,843,926
5634,841,919
5635,839,914
5636,835,911
5637,836,912
5638,834,913
5639,836,911
5640,837,913
5641,836,916
5642,839,917
5643,838,917
5644,838,917
5645,839,919
5646,838,914
5647,839,915
5648,834,912
5649,833,913
5650,833,913
5651,832,911
5652,832,912
5653,833,912
5654,833,912
5655,834,916
5656,835,916
5657,836,915
5658,836,917
5659,836,913
5660,834,913
5661,832,912
5662,832,908
5663,831,909
5664,829,909
5665,828,907
5666,830,911
5667,830,912
5668,831,914
5669,831,913
5670,830,913
5671,828,912
5672,822,909
5673,820,909
5674,824,908
5675,822,910
5676,821,907
5677,823,909
5678,823,909
5679,823,909
5680,825,913
5681,822,912
5682,822,910
5683,821,909
5684,819,906
5685,817,906
5686,816,905
5687,815,906
5688,813,905
5689,813,907
5690,812,907
5691,815,910
5692,815,910
5693,814,909
5694,812,909
5695,810,906
5696,809,903
5697,807,903
5698,806,902
5699,807,904
5700,806,902
5701,807,906
5702,806,906
5703,808,903
5704,811,906
5705,814,909
5706,814,909
5707,812,908
5708,815,905
5709,814,906
5710,814,904
5711,817,903
5712,816,905
5713,819,904
5714,822,906
5715,827,908
5716,830,909
5717,835,911
5718,839,908
5719,841,907
5720,845,905
5721,846,902
5722,848,902
5723,853,900
5724,858,902
5725,861,900
5726,867,903
5727,873,903
5728,875,906
5729,882,905
5730,881,907
5731,882,905
5732,884,906
5733,885,902
5734,884,903
5735,884,905
5736,883,905
5737,884,908
5738,885,910
5739,885,911
5740,885,914
5741,887,913
5742,885,915
5743,883,914
5744,882,912
5745,880,912
5746,878,910
5747,880,911
5748,879,912
5749,878,913
5750,878,913
5751,880,917
5752,880,918
5753,881,918
5754,880,919
5755,878,916
5756,875,915
5757,876,913
5758,874,913
5759,875,911
5760,873,912
5761,872,910
5762,872,913
5763,875,913
5764,876,916
5765,877,917
5766,876,916
5767,872,915
5768,872,914
5769,871,910
5770,870,908
5771,869,910
5772,869,910
5773,867,912
5774,868,913
5775,870,915
5776,871,916
5777,872,916
5778,871,915
5779,870,915
5780,870,912
5781,868,911
5782,867,910
5783,864,910
5784,864,910
5785,865,911
5786,868,912
5787,868,912
5788,870,914
5789,868,913
5790,870,914
5791,871,912
5792,870,910
5793,869,910
5794,871,908
5795,871,907
5796,873,910
5797,876,913
5798,879,917
5799,882,919
5800,884,921
5801,888,923
5802,888,922
5803,889,919
5804,887,915
5805,882,918
5806,884,914
5807,883,912
5808,883,911
5809,885,911
5810,889,914
5811,893,914
5812,894,918
5813,896,914
5814,894,913
5815,890,913
5816,888,907
5817,882,907
5818,878,904
5819,875,904
5820,872,904
5821,872,905
5822,874,907
5823,876,908
5824,876,910
5825,876,910
5826,870,907
5827,870,907
5828,862,909
5829,861,910
5830,859,909
5831,857,911
5832,855,914
5833,853,912
5834,853,915
5835,856,915
5836,857,917
5837,858,918
5838,856,915
5839,856,916
5840,855,914
5841,855,915
5842,854,911
5843,854,914
5844,852,915
5845,851,915
5846,853,915
5847,856,916
5848,857,921
5849,860,920
5850,859,921
5851,859,919
5852,858,918
5853,855,917
5854,857,918
5855,857,916
5856,860,916
5857,868,917
5858,882,917
5859,896,918
5860,915,917
5861,940,914
5862,965,909
5863,991,906
5864,1011,900
5865,1022,898
5866,1022,896
5867,1007,893
5868,982,891
5869,954,891
5870,928,889
5871,901,893
5872,868,897
5873,841,904
5874,817,910
5875,804,927
5876,802,945
5877,807,961
5878,811,965
5879,816,962
5880,822,957
5881,828,941
5882,831,933
5883,831,928
5884,832,925
5885,834,923
5886,833,920
5887,834,920
5888,834,917
5889,834,914
5890,833,911
5891,832,913
5892,833,913
5893,832,913
5894,830,916
5895,832,917
5896,832,918
5897,832,919
5898,833,919
5899,832,915
5900,832,914
5901,829,913
5902,827,911
5903,826,910
5904,827,910
5905,826,911
5906,826,912
5907,827,913
5908,829,917
5909,833,916
5910,829,916
5911,830,916
5912,827,914
5913,827,915
5914,824,911
5915,823,912
5916,822,911
5917,821,914
5918,822,912
5919,823,913
5920,822,915
5921,822,915
5922,819,913
5923,819,912
5924,819,912
5925,816,910
5926,816,909
5927,814,908
5928,813,908
5929,812,910
5930,812,913
5931,811,913
5932,811,914
5933,814,913
5934,813,912
5935,810,912
5936,809,910
5937,808,911
5938,806,908
5939,803,907
5940,803,908
5941,801,911
5942,803,911
5943,804,912
5944,803,914
5945,804,913
5946,805,912
5947,802,913
5948,801,911
5949,799,909
5950,798,908
5951,800,906
5952,798,908
5953,799,907
5954,802,909
5955,803,910
5956,806,912
5957,805,911
5958,808,911
5959,809,909
5960,808,908
5961,808,906
5962,808,907
5963,810,906
5964,811,907
5965,812,908
5966,816,910
5967,820,911
5968,827,911
5969,833,911
5970,835,911
5971,841,909
5972,844,909
5973,847,908
5974,849,904
5975,853,903
5976,857,902
5977,862,903
5978,867,908
5979,871,909
5980,871,910
5981,876,910
5982,878,910
5983,880,909
5984,879,908
5985,874,908
5986,877,908
5987,876,906
5988,876,907
5989,877,910
5990,877,909
5991,877,912
5992,877,917
5993,879,915
5994,876,917
5995,873,918
5996,875,915
5997,873,914
5998,870,914
5999,871,914
6000,869,914
6001,869,916
6002,871,918
6003,871,919
6004,871,920
6005,872,923
6006,873,922
6007,870,918
6008,868,916
6009,867,916
6010,866,913
6011,865,916
6012,865,915
6013,865,918
6014,866,917
6015,866,918
6016,868,918
6017,870,918
6018,869,917
6019,869,916
6020,867,914
6021,864,911
6022,863,911
6023,861,912
6024,860,909
6025,859,913
6026,860,915
6027,863,915
6028,866,917
6029,866,916
6030,867,917
6031,867,916
6032,866,913
6033,865,911
6034,864,913
6035,864,910
6036,864,912
6037,865,914
6038,865,916
6039,868,915
6040,869,918
6041,871,918
6042,873,917
6043,872,917
6044,872,914
6045,874,913
6046,875,914
6047,877,913
6048,879,913
6049,882,916
6050,883,917
6051,885,919
6052,887,922
6053,886,921
6054,886,920
6055,885,919
6056,885,915
6057,889,913
6058,888,911
6059,888,908
6060,887,910
6061,883,908
6062,881,909
6063,879,910
6064,875,912
6065,875,911
6066,876,911
6067,874,909
6068,876,907
6069,872,904
6070,868,903
6071,864,904
6072,860,906
6073,858,911
6074,856,916
6075,855,918
6076,855,920
6077,855,921
6078,854,917
6079,853,920
6080,852,916
6081,851,912
6082,851,911
6083,850,911
6084,849,912
6085,849,913
6086,851,916
6087,850,918
6088,853,921
6089,855,920
6090,856,918
6091,855,915
6092,855,916
6093,853,917
6094,853,915
6095,852,914
6096,850,916
6097,854,918
6098,854,918
6099,858,919
6100,862,923
6101,870,922
6102,883,922
6103,897,918
6104,917,914
6105,939,908
6106,966,903
6107,987,899
6108,1005,896
6109,1016,894
6110,1012,895
6111,996,893
6112,972,892
6113,947,890
6114,919,890
6115,889,891
6116,856,897
6117,824,904
6118,802,920
6119,792,941
6120,792,960
6121,799,969
6122,807,967
6123,818,955
6124,825,944
